Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
PRETRIAL,1,Hispanic,2999184776.0,22,Intake,English,Pretrial,Jail Inmate,Single,1377527351.0,1,8,Medium
PRETRIAL,1,African-American,477515187.0,22,Intake,English,Post Sentence,Probation,Single,1418542478.0,1,8,Low
PRETRIAL,1,African-American,341134627.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1415136623.0,2,8,Medium
PRETRIAL,1,Asian,406928985.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1399538081.0,1,8,Low
Probation,1,Caucasian,2657976895.0,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1400866546.0,1,8,Low
PRETRIAL,1,African-American,3063236013.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1419735123.0,2,8,Low
Probation,1,African-American,333213400.0,22,Intake,English,Post Sentence,Probation,Single,1402444741.0,1,8,Low
PRETRIAL,1,African-American,1466083860.0,22,Intake,Spanish,Other,Probation,Single,1385194655.0,3,8,High
PRETRIAL,1,African-American,330778516.0,22,Intake,English,Pretrial,Jail Inmate,Single,1419273704.0,2,8,Medium
PRETRIAL,1,Caucasian,662218088.0,22,Intake,English,Pretrial,Jail Inmate,Married,1364357841.0,1,8,Low
PRETRIAL,1,Other,2874590790.0,22,Intake,English,Pretrial,Jail Inmate,Single,1402185766.0,1,8,Low
PRETRIAL,0,Caucasian,2512492257.0,22,Intake,English,Pretrial,Jail Inmate,Married,1389765697.0,1,8,Low
PRETRIAL,1,African-American,716616616.0,22,Intake,English,Other,Residential Program,Married,1368929568.0,3,8,High
PRETRIAL,1,African-American,3020694152.0,22,Intake,English,Pretrial,Jail Inmate,Single,1414713784.0,3,8,High
PRETRIAL,1,Caucasian,3139009307.0,22,Intake,English,Pretrial,Jail Inmate,Single,1399245122.0,2,8,Medium
Probation,1,Caucasian,412863544.0,22,Intake,English,Post Sentence,Probation,Single,1406641278.0,3,8,High
PRETRIAL,1,Caucasian,3000664257.0,22,Intake,English,Post Sentence,Probation,Single,1411469806.0,2,8,Medium
Probation,1,African-American,2765265863.0,22,Intake,English,Pretrial,Probation,Single,1416797917.0,1,8,Low
Probation,1,African-American,220119429.0,22,Intake,English,Post Sentence,Probation,Married,1397136184.0,1,8,Low
Probation,0,Hispanic,289997255.0,22,Intake,English,Post Sentence,Probation,Married,1402675549.0,1,8,Low
Probation,0,Hispanic,591127051.0,22,Intake,English,Post Sentence,Probation,Married,1375946494.0,1,8,Low
PRETRIAL,1,African-American,910472376.0,22,Intake,English,Pretrial,Jail Inmate,Single,1393846237.0,2,8,Medium
Probation,1,African-American,399563021.0,22,Intake,English,Post Sentence,Probation,Single,1390620036.0,2,8,Medium
PRETRIAL,1,African-American,298698943.0,22,Intake,English,Post Sentence,Probation,Single,1378684763.0,1,8,Low
PRETRIAL,0,African-American,867397563.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1382119026.0,3,8,High
Probation,1,African-American,472101675.0,22,Intake,English,Other,Probation,Single,1394020582.0,1,8,Low
PRETRIAL,1,African-American,672691817.0,22,Intake,English,Pretrial,Jail Inmate,Single,1404147705.0,3,8,High
PRETRIAL,1,Caucasian,3202293155.0,22,Intake,English,Pretrial,Jail Inmate,Single,1394459292.0,2,8,Medium
Probation,1,African-American,2533143699.0,22,Intake,English,Pretrial,Jail Inmate,Single,1400715931.0,1,8,Low
PRETRIAL,1,African-American,887444583.0,22,Intake,English,Post Sentence,Probation,Single,1363248758.0,1,8,Low
Probation,1,Caucasian,2670451893.0,22,Intake,English,Post Sentence,Probation,Married,1409124297.0,1,8,Low
Probation,1,African-American,359469625.0,22,Intake,English,Post Sentence,Probation,Married,1372997560.0,2,8,Medium
PRETRIAL,1,Hispanic,537308435.0,22,Intake,English,Pretrial,Jail Inmate,Married,1363020360.0,1,8,Low
Probation,1,African-American,560732240.0,22,Intake,English,Post Sentence,Probation,Single,1414406417.0,3,8,High
PRETRIAL,1,Hispanic,3259907330.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1415764982.0,1,8,Low
PRETRIAL,1,Other,531867238.0,22,Intake,English,Pretrial,Jail Inmate,Single,1393765672.0,1,8,Low
Probation,0,African-American,437136870.0,22,Intake,English,Post Sentence,Probation,Married,1398547214.0,1,8,Low
PRETRIAL,1,Caucasian,136156451.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1400349324.0,2,8,Medium
PRETRIAL,1,African-American,652653661.0,22,Intake,English,Pretrial,Jail Inmate,Single,1405948234.0,4,8,High
PRETRIAL,0,Caucasian,3093568566.0,22,Intake,English,Post Sentence,Probation,Single,1390223564.0,1,8,Low
PRETRIAL,1,African-American,318767122.0,22,Intake,English,Conditional Release,Jail Inmate,Single,1372888992.0,2,8,High
PRETRIAL,1,Other,2715915157.0,22,Intake,English,Pretrial,Jail Inmate,Single,1406946063.0,1,8,Medium
PRETRIAL,1,Caucasian,353025131.0,22,Intake,English,Pretrial,Jail Inmate,Single,1366379156.0,1,8,Low
PRETRIAL,0,Native American,2891043839.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363389902.0,1,8,Low
PRETRIAL,1,Caucasian,463053716.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1381655650.0,1,8,Low
PRETRIAL,0,African-American,719648869.0,22,Intake,English,Pretrial,Jail Inmate,Married,1409267356.0,2,8,Medium
PRETRIAL,1,Hispanic,3278433702.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359494439.0,1,8,Low
PRETRIAL,0,African-American,2909050953.0,22,Intake,English,Pretrial,Jail Inmate,Single,1383992580.0,1,8,Low
PRETRIAL,0,African-American,393534651.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359392173.0,1,8,Low
PRETRIAL,1,Hispanic,2533039729.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1373570807.0,1,8,Medium
Probation,1,Hispanic,630652632.0,17,Intake,English,Post Sentence,Probation,Single,1405794058.0,1,8,Low
PRETRIAL,1,Caucasian,496995972.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1387570423.0,1,8,Low
Probation,1,Hispanic,1117592008.0,22,Intake,English,Post Sentence,Probation,Single,1361261299.0,2,8,Medium
Probation,1,Caucasian,3189071229.0,22,Intake,English,Other,Probation,Single,1362134323.0,1,8,Low
PRETRIAL,0,African-American,2892948158.0,22,Intake,Spanish,Conditional Release,Probation,Single,1411472779.0,1,8,High
Probation,1,African-American,3203195798.0,22,Intake,English,Post Sentence,Probation,Single,1412993076.0,1,8,Low
Probation,0,African-American,2910021218.0,22,Intake,Spanish,Post Sentence,Probation,Married,1366920953.0,1,8,Low
PRETRIAL,1,Hispanic,478588567.0,22,Intake,English,Pretrial,Jail Inmate,Separated,1402431914.0,1,8,Low
PRETRIAL,1,Caucasian,3149791794.0,22,Intake,English,Pretrial,Jail Inmate,Single,1414665288.0,1,8,Medium
Probation,0,Other,794622885.0,22,Intake,English,Post Sentence,Probation,Widowed,1415239377.0,2,8,Medium
PRETRIAL,1,Caucasian,614564372.0,22,Intake,English,Pretrial,Jail Inmate,Widowed,1375097312.0,2,8,Medium
PRETRIAL,0,Native American,2853440717.0,17,Intake,English,Other,Probation,Single,1390039997.0,3,8,High
Probation,1,Hispanic,3164753282.0,22,Intake,English,Post Sentence,Probation,Married,1363433551.0,1,8,Low
Probation,1,African-American,530287273.0,22,Intake,English,Post Sentence,Probation,Single,1363211034.0,1,8,Medium
PRETRIAL,1,Caucasian,565929029.0,22,Intake,Spanish,Other,Probation,Separated,1357504110.0,1,8,Low
Probation,0,Caucasian,644323168.0,22,Intake,English,Post Sentence,Probation,Single,1372635363.0,1,8,Low
PRETRIAL,1,Caucasian,696432538.0,22,Intake,English,Pretrial,Jail Inmate,Single,1380076862.0,1,8,Medium
PRETRIAL,1,African-American,808573451.0,22,Intake,English,Pretrial,Jail Inmate,Married,1386306405.0,1,8,Low
PRETRIAL,0,Caucasian,458276660.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368563010.0,1,8,Low
Probation,1,African-American,3186947721.0,22,Intake,Spanish,Post Sentence,Probation,Married,1377981108.0,1,8,Low
PRETRIAL,1,Caucasian,2189369762.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1401994428.0,3,8,High
PRETRIAL,0,African-American,368483761.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412654927.0,3,8,Medium
Probation,1,Caucasian,3122039945.0,22,Intake,Spanish,Probation Violator,Residential Program,Widowed,1393835297.0,1,8,High
PRETRIAL,1,Hispanic,2969721452.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1416126301.0,1,8,Low
PRETRIAL,1,African-American,1938181875.0,22,Intake,Spanish,Post Sentence,Probation,Single,1394516257.0,4,8,High
Probation,0,Caucasian,318836317.0,22,Intake,English,Post Sentence,Probation,Single,1391905565.0,3,8,High
PRETRIAL,0,Hispanic,908258325.0,22,Intake,English,Pretrial,Jail Inmate,Single,1371750162.0,4,8,High
PRETRIAL,1,Hispanic,824005175.0,22,Intake,English,Pretrial,Jail Inmate,Single,1367755959.0,2,8,Medium
PRETRIAL,0,Caucasian,3218365215.0,22,Intake,English,Pretrial,Jail Inmate,Single,1367426813.0,1,8,Low
PRETRIAL,1,Caucasian,187609685.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1388761903.0,1,8,Low
PRETRIAL,0,African-American,826218777.0,22,Intake,English,Post Sentence,Probation,Single,1369461910.0,4,8,High
PRETRIAL,0,African-American,454862577.0,22,Intake,English,Pretrial,Jail Inmate,Single,1396831439.0,1,8,Low
PRETRIAL,1,Other,644299501.0,22,Intake,English,Other,Probation,Single,1394982831.0,1,8,Low
PRETRIAL,0,Caucasian,733708320.0,22,Intake,English,Post Sentence,Probation,Single,1416405356.0,3,8,High
PRETRIAL,1,Hispanic,3195205446.0,22,Intake,English,Pretrial,Jail Inmate,Separated,1419328386.0,1,8,Low
PRETRIAL,1,African-American,712913425.0,22,Intake,English,Pretrial,Jail Inmate,Single,1380813870.0,2,8,Medium
PRETRIAL,1,African-American,486698152.0,22,Intake,English,Other,Probation,Separated,1389907076.0,1,8,Low
Probation,1,Caucasian,253406413.0,22,Intake,English,Post Sentence,Probation,Single,1375338946.0,3,8,High
PRETRIAL,0,Hispanic,857141307.0,22,Intake,English,Pretrial,Jail Inmate,Single,1357588228.0,2,8,Medium
PRETRIAL,1,Caucasian,755909164.0,22,Intake,English,Pretrial,Jail Inmate,Single,1414385466.0,2,8,Medium
PRETRIAL,0,Hispanic,3175382563.0,22,Intake,English,Pretrial,Jail Inmate,Single,1380333530.0,2,8,Medium
PRETRIAL,1,African-American,636718668.0,22,Intake,English,Pretrial,Jail Inmate,Single,1408483692.0,1,8,Medium
Probation,1,African-American,2690667130.0,22,Intake,English,Post Sentence,Probation,Single,1361032359.0,1,8,Low
PRETRIAL,1,Hispanic,3199188576.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1397029544.0,1,8,Medium
Probation,0,African-American,733832709.0,22,Intake,English,Post Sentence,Probation,Married,1358925393.0,1,8,Low
PRETRIAL,1,Caucasian,413073585.0,22,Intake,English,Pretrial,Jail Inmate,Single,1409311231.0,3,8,High
PRETRIAL,1,African-American,615677273.0,22,Intake,English,Pretrial,Pretrial Defendant,Separated,1401681792.0,4,8,High
DRRD,0,African-American,2920580421.0,22,Intake,Spanish,Deferred Sentencing,Parole,Single,1371948885.0,2,8,High
PRETRIAL,1,Caucasian,2834848231.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1410859738.0,1,8,Low
PRETRIAL,1,Hispanic,550027622.0,22,Intake,English,Pretrial,Jail Inmate,Single,1381018483.0,1,8,Low
PRETRIAL,0,African-American,362307911.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1401502258.0,1,8,Medium
PRETRIAL,1,African-American,684302187.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412981478.0,2,8,Medium
Probation,0,African-American,409796924.0,22,Intake,Spanish,Conditional Release,Residential Program,Single,1387510466.0,1,8,Low
PRETRIAL,1,African-American,184695852.0,22,Intake,English,Pretrial,Jail Inmate,Single,1372866824.0,1,8,Low
PRETRIAL,1,African-American,836950405.0,22,Intake,English,Post Sentence,Probation,Single,1386525798.0,4,8,High
PRETRIAL,0,Hispanic,3058586412.0,22,Intake,English,Pretrial,Jail Inmate,Single,1388856094.0,1,8,Medium
Probation,0,Hispanic,3215637807.0,22,Intake,English,Post Sentence,Probation,Divorced,1363598185.0,1,8,Low
DRRD,1,Hispanic,1303251072.0,17,Intake,English,Deferred Sentencing,Parole,Significant Other,1386777350.0,1,8,Medium
PRETRIAL,1,African-American,176621753.0,22,Intake,English,Pretrial,Jail Inmate,Married,1414499409.0,1,8,Low
PRETRIAL,1,Hispanic,3167914286.0,22,Intake,English,Post Sentence,Probation,Divorced,1392440027.0,1,8,Low
Probation,1,Caucasian,2294209258.0,17,Intake,Spanish,Post Sentence,Probation,Single,1406927953.0,4,8,High
PRETRIAL,1,Other,718427630.0,17,Intake,English,Pretrial,Jail Inmate,Single,1409807375.0,1,8,Low
PRETRIAL,0,African-American,571471163.0,22,Intake,English,Pretrial,Jail Inmate,Single,1390470168.0,4,8,High
PRETRIAL,1,Hispanic,494107124.0,22,Intake,English,Pretrial,Jail Inmate,Single,1388976640.0,1,8,Medium
Probation,0,African-American,261614437.0,22,Intake,English,Other,Probation,Married,1382950425.0,1,8,Low
PRETRIAL,0,African-American,625251172.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1397818736.0,2,8,Medium
PRETRIAL,0,Hispanic,649300003.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1363639960.0,3,8,High
PRETRIAL,1,African-American,697929920.0,22,Intake,English,Pretrial,Jail Inmate,Single,1410062563.0,2,8,Medium
Probation,1,Caucasian,195154522.0,22,Intake,English,Other,Probation,Married,1391314798.0,1,8,Low
PRETRIAL,1,African-American,239874841.0,22,Intake,English,Pretrial,Jail Inmate,Single,1369057694.0,1,8,Low
PRETRIAL,1,African-American,704815000.0,22,Intake,English,Pretrial,Jail Inmate,Single,1372966675.0,3,8,High
Probation,1,Caucasian,544132717.0,22,Intake,English,Other,Probation,Divorced,1416084032.0,1,8,Low
Probation,1,Caucasian,674053799.0,22,Intake,English,Conditional Release,Probation,Single,1385499612.0,2,8,High
DRRD,1,Hispanic,2819396337.0,17,Intake,English,Pretrial,Jail Inmate,Single,1394206809.0,2,8,Medium
Probation,1,Caucasian,734359617.0,22,Intake,English,Post Sentence,Probation,Single,1406025333.0,2,8,Medium
PRETRIAL,1,Caucasian,2852608956.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1357233265.0,1,8,Low
PRETRIAL,1,Caucasian,607358012.0,22,Intake,English,Pretrial,Jail Inmate,Single,1381089200.0,2,8,Medium
PRETRIAL,1,African-Am,527666662.0,22,Intake,English,Pretrial,Jail Inmate,Single,1376926603.0,3,8,Medium
PRETRIAL,1,African-American,205957471.0,22,Intake,English,Pretrial,Jail Inmate,Single,1409704071.0,1,8,Low
PRETRIAL,1,African-American,448306172.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360402862.0,1,8,Low
PRETRIAL,0,African-American,522439512.0,22,Intake,English,Pretrial,Jail Inmate,Single,1391805298.0,1,8,Low
PRETRIAL,1,African-American,720555226.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360554664.0,4,8,High
PRETRIAL,1,African-American,689462950.0,22,Intake,English,Pretrial,Jail Inmate,Married,1363592758.0,1,8,Low
Probation,1,African-American,3241237252.0,22,Intake,English,Post Sentence,Probation,Married,1389236243.0,1,8,Low
PRETRIAL,1,African-American,642901054.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1386266209.0,2,8,Medium
Probation,1,Hispanic,215731412.0,22,Intake,English,Post Sentence,Probation,Single,1413745396.0,4,8,High
PRETRIAL,1,Hispanic,873397803.0,22,Intake,English,Pretrial,Jail Inmate,Single,1372982595.0,4,8,High
PRETRIAL,1,Caucasian,443063323.0,22,Intake,English,Other,Probation,Single,1415361375.0,2,8,Medium
PRETRIAL,1,Caucasian,3145875878.0,22,Intake,English,Pretrial,Jail Inmate,Single,1389559681.0,1,8,Low
PRETRIAL,0,Hispanic,892237262.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359808937.0,4,8,High
PRETRIAL,1,African-American,3229916513.0,22,Intake,English,Pretrial,Jail Inmate,Married,1381646097.0,1,8,Low
DRRD,1,African-Am,1345423662.0,17,Intake,English,Post Sentence,Probation,Single,1387980529.0,3,8,High
Probation,1,African-American,329290638.0,22,Intake,English,Conditional Release,Residential Program,Widowed,1373994644.0,1,8,Low
Probation,1,Hispanic,2404731472.0,22,Intake,English,Other,Probation,Single,1398315757.0,1,8,Medium
PRETRIAL,1,Caucasian,2886859030.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1406927289.0,1,8,Low
PRETRIAL,0,Caucasian,2968423413.0,22,Intake,English,Pretrial,Jail Inmate,Single,1376704732.0,1,8,Low
PRETRIAL,1,Caucasian,2827737486.0,22,Intake,English,Pretrial,Jail Inmate,Single,1401821722.0,1,8,Low
PRETRIAL,1,Caucasian,2993668735.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360894756.0,1,8,Low
DRRD,1,Other,2658545668.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360180041.0,2,8,Medium
PRETRIAL,1,Caucasian,796607640.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1363051642.0,4,8,High
Probation,1,Caucasian,447795633.0,22,Intake,English,Post Sentence,Probation,Single,1386046177.0,1,8,Low
PRETRIAL,1,African-American,501587893.0,22,Intake,English,Other,Probation,Single,1374654800.0,1,8,Medium
PRETRIAL,1,African-American,630477156.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1381555543.0,2,8,Medium
PRETRIAL,1,African-American,678708670.0,22,Intake,English,Pretrial,Jail Inmate,Single,1377924070.0,3,8,High
Probation,1,African-American,3011814767.0,22,Intake,English,Post Sentence,Probation,Divorced,1406437931.0,1,8,Low
Probation,1,Caucasian,683889485.0,22,Intake,English,Post Sentence,Probation,Divorced,1395476077.0,1,8,Low
PRETRIAL,1,African-American,537610065.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1357004411.0,1,8,Low
Probation,1,African-American,723733794.0,22,Intake,English,Conditional Release,Pretrial Defendant,Single,1389271127.0,3,8,High
PRETRIAL,1,Caucasian,381169615.0,22,Intake,English,Pretrial,Jail Inmate,Single,1409862209.0,3,8,High
PRETRIAL,1,Caucasian,2872537936.0,22,Intake,English,Pretrial,Jail Inmate,Married,1417636539.0,1,8,Low
PRETRIAL,1,African-American,864876202.0,22,Intake,English,Pretrial,Jail Inmate,Single,1398826534.0,4,8,High
Broward County,1,Other,742555017.0,17,Intake,English,Pretrial,Jail Inmate,Single,1400935625.0,2,8,Medium
PRETRIAL,0,Caucasian,426855580.0,22,Intake,English,Pretrial,Jail Inmate,Single,1381346224.0,1,8,Low
PRETRIAL,1,Hispanic,3226988473.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1385476635.0,1,8,Low
PRETRIAL,0,Hispanic,302813246.0,22,Intake,English,Pretrial,Jail Inmate,Single,1416932506.0,2,8,Medium
PRETRIAL,1,Caucasian,695904142.0,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1364200458.0,1,8,Medium
PRETRIAL,1,Caucasian,2742561007.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1415755086.0,1,8,Low
PRETRIAL,1,Caucasian,725503143.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412968396.0,2,8,Medium
Probation,0,African-American,3213375443.0,22,Intake,Spanish,Post Sentence,Probation,Single,1405947267.0,1,8,Low
Probation,1,Caucasian,457256326.0,22,Intake,English,Other,Probation,Single,1402484310.0,1,8,Low
PRETRIAL,1,African-American,885463907.0,22,Intake,English,Pretrial,Jail Inmate,Single,1404613257.0,3,8,High
PRETRIAL,1,Hispanic,198743296.0,22,Intake,English,Pretrial,Jail Inmate,Single,1396112676.0,1,8,Low
PRETRIAL,1,Caucasian,2742009668.0,22,Intake,English,Pretrial,Jail Inmate,Single,1386481508.0,3,8,High
PRETRIAL,1,Other,2864097006.0,22,Intake,English,Pretrial,Jail Inmate,Single,1367398546.0,1,8,Low
PRETRIAL,1,African-American,822191944.0,22,Intake,English,Pretrial,Jail Inmate,Single,1398159169.0,3,8,High
PRETRIAL,1,African-American,2657667551.0,22,Intake,English,Post Sentence,Probation,Widowed,1404744216.0,3,8,High
Probation,0,Hispanic,364092920.0,22,Intake,English,Post Sentence,Probation,Married,1358170780.0,1,8,Low
PRETRIAL,1,African-American,683696155.0,22,Intake,English,Pretrial,Jail Inmate,Single,1414925100.0,1,8,Low
PRETRIAL,1,African-Am,3254161326.0,22,Intake,English,Pretrial,Jail Inmate,Single,1384420204.0,3,8,High
Probation,1,Caucasian,3023187439.0,22,Intake,English,Post Sentence,Probation,Single,1393361205.0,3,8,High
PRETRIAL,0,African-American,787948442.0,22,Intake,English,Pretrial,Jail Inmate,Single,1386861314.0,3,8,Medium
DRRD,1,Other,2015912456.0,17,Intake,Spanish,Post Sentence,Residential Program,Married,1393294102.0,3,8,High
DRRD,1,African-American,1366329651.0,17,Intake,English,Deferred Sentencing,Parole,Significant Other,1385399104.0,1,8,Low
PRETRIAL,0,African-American,2851277574.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363304383.0,2,8,Medium
Broward County,0,Asian,1066508628.0,17,Intake,Spanish,Pretrial,Jail Inmate,Single,1374000449.0,4,8,High
Probation,1,Other,2832252602.0,22,Intake,English,Post Sentence,Probation,Single,1365404964.0,1,8,Low
PRETRIAL,0,Caucasian,460369024.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1416622672.0,1,8,Low
PRETRIAL,1,Other,3252482723.0,22,Intake,English,Pretrial,Jail Inmate,Single,1405690331.0,1,8,Low
PRETRIAL,1,African-American,446486340.0,22,Intake,English,Pretrial,Jail Inmate,Single,1379188891.0,4,8,High
PRETRIAL,1,Caucasian,443529096.0,22,Intake,English,Pretrial,Jail Inmate,Single,1399230590.0,1,8,Low
PRETRIAL,1,African-American,436785103.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1367165289.0,4,8,High
Probation,0,Hispanic,3136578466.0,22,Intake,English,Post Sentence,Probation,Married,1392801978.0,1,8,Low
PRETRIAL,1,Caucasian,3082659879.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1389032569.0,1,8,Medium
PRETRIAL,1,African-American,2378326433.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363725784.0,4,8,High
PRETRIAL,1,Hispanic,531883585.0,22,Intake,English,Pretrial,Pretrial Defendant,Separated,1390377029.0,2,8,Medium
PRETRIAL,0,African-American,2883935799.0,22,Intake,English,Pretrial,Jail Inmate,Single,1408211597.0,1,8,Low
PRETRIAL,1,African-American,306572021.0,22,Intake,English,Post Sentence,Residential Program,Married,1378585901.0,3,8,High
PRETRIAL,1,Caucasian,615840706.0,22,Intake,English,Pretrial,Jail Inmate,Single,1383359676.0,2,8,Medium
PRETRIAL,1,African-American,381060157.0,22,Intake,English,Post Sentence,Jail Inmate,Married,1376815013.0,1,8,Medium
PRETRIAL,1,Other,475172000.0,22,Intake,English,Pretrial,Jail Inmate,Single,1385859222.0,1,8,Low
Probation,1,African-American,213506969.0,17,Intake,English,Post Sentence,Probation,Single,1406081570.0,2,8,Medium
PRETRIAL,1,Caucasian,628909351.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360579290.0,1,8,Medium
Probation,0,Other,1988618986.0,22,Intake,Spanish,Post Sentence,Probation,Divorced,1381251775.0,1,8,Low
PRETRIAL,1,Caucasian,532076635.0,22,Intake,English,Post Sentence,Probation,Unknown,1407858127.0,2,8,Medium
PRETRIAL,1,Caucasian,266330763.0,22,Intake,English,Other,Probation,Divorced,1392641581.0,1,8,Low
PRETRIAL,0,African-American,2854740986.0,22,Intake,Spanish,Pretrial,Pretrial Defendant,Single,1388418383.0,1,8,Medium
Probation,1,Hispanic,149593503.0,22,Intake,English,Post Sentence,Probation,Single,1404498466.0,1,8,Medium
Probation,0,African-American,3117848271.0,22,Intake,English,Pretrial,Jail Inmate,Separated,1387270107.0,1,8,Low
Probation,1,Caucasian,2905613580.0,22,Intake,English,Post Sentence,Probation,Single,1364335430.0,1,8,Low
PRETRIAL,1,Caucasian,787408576.0,22,Intake,English,Post Sentence,Probation,Single,1418124996.0,1,8,Low
Probation,1,Caucasian,2842263280.0,22,Intake,English,Post Sentence,Probation,Married,1394574744.0,1,8,Low
PRETRIAL,0,Caucasian,626943725.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368267742.0,1,8,Low
PRETRIAL,1,African-American,552082565.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1401743732.0,1,8,Low
PRETRIAL,0,Hispanic,2456089184.0,22,Intake,English,Pretrial,Jail Inmate,Single,1386725143.0,1,8,Low
PRETRIAL,1,Caucasian,330913056.0,22,Intake,English,Pretrial,Jail Inmate,Single,1383496065.0,1,8,Low
PRETRIAL,1,Caucasian,160801940.0,22,Intake,English,Pretrial,Jail Inmate,Single,1381245501.0,1,8,Low
PRETRIAL,1,Native American,623883601.0,22,Intake,English,Pretrial,Jail Inmate,Single,1410488239.0,1,8,Low
Probation,1,African-American,265274348.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1389364103.0,3,8,High
Probation,1,Hispanic,3231815443.0,22,Intake,English,Post Sentence,Probation,Single,1397559801.0,1,8,Low
Probation,1,Other,3128268183.0,17,Intake,English,Post Sentence,Probation,Single,1394850665.0,1,8,Low
Probation,1,Hispanic,3099428788.0,22,Intake,English,Post Sentence,Probation,Single,1400091488.0,1,8,Low
Probation,0,Caucasian,2665343502.0,22,Intake,English,Conditional Release,Residential Program,Widowed,1364693537.0,1,8,High
PRETRIAL,1,Caucasian,459111244.0,22,Intake,English,Pretrial,Jail Inmate,Single,1396990981.0,1,8,Medium
PRETRIAL,1,Caucasian,395475341.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1405960870.0,1,8,Low
PRETRIAL,1,African-American,372210848.0,22,Intake,English,Pretrial,Jail Inmate,Single,1378488695.0,3,8,High
PRETRIAL,1,African-American,2815485992.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365379342.0,1,8,Low
Broward County,1,Caucasian,191817754.0,17,Intake,English,Pretrial,Jail Inmate,Single,1400593024.0,4,8,High
PRETRIAL,1,Caucasian,637763777.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365376586.0,1,8,Low
PRETRIAL,1,Hispanic,456903147.0,17,Intake,English,Pretrial,Jail Inmate,Married,1368947287.0,1,8,Low
PRETRIAL,1,Caucasian,515230368.0,22,Intake,English,Pretrial,Jail Inmate,Single,1364575025.0,1,8,Low
Probation,1,Hispanic,149822822.0,22,Intake,English,Post Sentence,Probation,Single,1396241714.0,1,8,Medium
Probation,1,Hispanic,667534567.0,22,Intake,English,Conditional Release,Residential Program,Widowed,1383360313.0,1,8,High
PRETRIAL,1,Hispanic,557390838.0,22,Intake,English,Pretrial,Jail Inmate,Single,1375280285.0,1,8,Medium
PRETRIAL,1,Caucasian,372351566.0,22,Intake,English,Pretrial,Jail Inmate,Married,1403571999.0,2,8,Medium
PRETRIAL,1,Caucasian,572455364.0,22,Intake,English,Conditional Release,Jail Inmate,Single,1399574883.0,2,8,High
PRETRIAL,0,African-American,416839771.0,22,Intake,English,Other,Probation,Single,1390311340.0,2,8,Medium
Probation,1,Hispanic,178478549.0,22,Intake,English,Post Sentence,Probation,Divorced,1399075170.0,1,8,Low
