Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
PRETRIAL,1,Oriental,-777173677.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358377186.0,1,8,Medium
PRETRIAL,0,African-American,-868106094.0,17,Intake,English,Post Sentence,Probation,Divorced,1359427568.0,1,8,Medium
Probation,1,Oriental,466908066.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1357474663.0,1,8,Medium
PRETRIAL,1,African-American,-892412438.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358627025.0,1,8,Medium
PRETRIAL,0,Hispanic,-879094454.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357376684.0,2,8,Low
PRETRIAL,0,African-American,-909105633.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358605001.0,1,8,Low
PRETRIAL,1,African-American,-675556102.0,17,Intake,English,Pretrial,Residential Program,Divorced,1359442624.0,2,8,Low
Probation,1,Hispanic,293441432.0,22,Intake,English,Post Sentence,Probation,Single,1358255983.0,1,8,Medium
PRETRIAL,1,Hispanic,457590677.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1358473838.0,1,8,Medium
PRETRIAL,0,African-American,422809448.0,17,Intake,English,Post Sentence,Probation,Widowed,1359392739.0,1,8,Medium
PRETRIAL,1,Asian,454963248.0,17,Intake,English,Post Sentence,Probation,Single,1357450845.0,4,8,Medium
PRETRIAL,1,Asian,-709562888.0,17,Intake,English,Post Sentence,Probation,Widowed,1358473989.0,1,8,Medium
PRETRIAL,1,Hispanic,355312848.0,17,Intake,English,Pretrial,Residential Program,Single,1357458627.0,1,8,Low
PRETRIAL,1,Hispanic,-954823355.0,22,Intake,English,Post Sentence,Jail Inmate,Divorced,1357421831.0,1,8,Medium
PRETRIAL,1,Hispanic,-957986700.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357377553.0,1,8,Medium
PRETRIAL,1,Caucasian,-866312887.0,17,Intake,English,Pretrial,Probation,Single,1358431135.0,4,8,Low
PRETRIAL,0,Asian,324049663.0,17,Intake,English,Post Sentence,Probation,Single,1358490948.0,1,8,Medium
PRETRIAL,1,African-American,-869735854.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359420429.0,3,8,Medium
PRETRIAL,1,Hispanic,474352912.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1359409784.0,1,8,Medium
Probation,0,Hispanic,445678375.0,17,Intake,English,Post Sentence,Residential Program,Single,1359395987.0,1,8,Medium
PRETRIAL,0,Caucasian,-903665939.0,17,Intake,English,Post Sentence,Probation,Divorced,1358440404.0,1,8,Medium
Probation,1,Hispanic,-940331133.0,17,Intake,English,Probation Violator,Probation,Single,1359445538.0,4,8,Medium
Probation,1,Hispanic,386630013.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1357383391.0,1,8,Medium
PRETRIAL,1,African-American,-878152276.0,22,Intake,English,Post Sentence,Probation,Divorced,1357425324.0,4,8,Low
PRETRIAL,1,African-American,-871003238.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358459000.0,2,8,Medium
Probation,1,African-American,-882273920.0,17,Intake,English,Post Sentence,Probation,Single,1358497507.0,2,8,Low
Probation,0,Hispanic,448974915.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1359432783.0,1,8,Medium
PRETRIAL,1,Caucasian,-1228431267.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1357428867.0,1,8,Low
PRETRIAL,1,Hispanic,-931125899.0,17,Intake,English,Post Sentence,Probation,Divorced,1359437744.0,1,8,Medium
PRETRIAL,1,Hispanic,-23492155.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358404672.0,3,8,Medium
PRETRIAL,1,Caucasian,-918692633.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359428185.0,4,8,Low
PRETRIAL,0,African-American,23142704.0,22,Intake,English,Post Sentence,Residential Program,Single,1358582599.0,1,8,Medium
PRETRIAL,0,Hispanic,-867488527.0,17,Intake,English,Pretrial,Residential Program,Widowed,1357423984.0,1,8,Medium
PRETRIAL,0,Hispanic,473422573.0,17,Intake,English,Post Sentence,Residential Program,Single,1358449315.0,3,8,Medium
PRETRIAL,1,Hispanic,316782530.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357478922.0,4,8,Medium
Probation,0,Hispanic,-952363528.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1359503745.0,2,8,Medium
Probation,0,Oriental,456735880.0,17,Intake,English,Post Sentence,Probation,Single,1357485118.0,4,8,Medium
PRETRIAL,0,African-American,452661545.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358423059.0,1,8,Low
PRETRIAL,0,Hispanic,380161327.0,17,Intake,English,Post Sentence,Residential Program,Single,1358379202.0,1,8,Medium
PRETRIAL,0,Asian,319984900.0,17,Intake,English,Post Sentence,Residential Program,Single,1357450862.0,2,8,Low
Probation,1,Asian,-891854794.0,22,Intake,English,Post Sentence,Residential Program,Divorced,1358310652.0,1,8,Medium
PRETRIAL,1,African-American,-32076899.0,17,Intake,English,Pretrial,Residential Program,Single,1357403934.0,4,8,Low
PRETRIAL,0,African-American,-867859307.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358381529.0,1,8,Low
PRETRIAL,0,Oriental,476151999.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358542046.0,1,8,Medium
PRETRIAL,1,African-American,348407191.0,22,Intake,English,Post Sentence,Residential Program,Single,1358601742.0,1,8,Low
PRETRIAL,1,African-American,-27089079.0,22,Intake,English,Post Sentence,Probation,Single,1358371985.0,4,8,Medium
PRETRIAL,0,Hispanic,281199897.0,17,Intake,English,Pretrial,Residential Program,Single,1357387602.0,4,8,Low
PRETRIAL,1,African-American,-719477557.0,17,Intake,English,Pretrial,Residential Program,Divorced,1357484191.0,4,8,Low
PRETRIAL,0,Caucasian,-959559516.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358382583.0,1,8,Medium
PRETRIAL,1,Hispanic,412844806.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358465864.0,4,8,Medium
PRETRIAL,0,African-American,-961559955.0,17,Intake,English,Post Sentence,Residential Program,Single,1358505117.0,2,8,Low
PRETRIAL,0,Caucasian,-1171322473.0,17,Intake,English,Post Sentence,Residential Program,Single,1358429229.0,1,8,Medium
PRETRIAL,1,Hispanic,-775147247.0,17,Intake,English,Pretrial,Residential Program,Divorced,1357483263.0,1,8,Medium
Probation,1,Hispanic,384264244.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358551009.0,4,8,Medium
Probation,1,Oriental,366016783.0,17,Intake,English,Post Sentence,Probation,Widowed,1357490069.0,4,8,Medium
PRETRIAL,1,Hispanic,398428849.0,17,Intake,English,Pretrial,Residential Program,Single,1359468069.0,1,8,Low
PRETRIAL,0,Hispanic,-941484060.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358452172.0,1,8,Low
PRETRIAL,1,Oriental,446425244.0,17,Intake,English,Post Sentence,Probation,Single,1357394458.0,1,8,Medium
PRETRIAL,1,Caucasian,-865903522.0,17,Intake,English,Post Sentence,Residential Program,Single,1359421377.0,1,8,Medium
PRETRIAL,1,Asian,-743802885.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358427982.0,1,8,Medium
PRETRIAL,0,African-American,-755756467.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358450421.0,2,8,Low
PRETRIAL,0,African-American,-924549719.0,17,Intake,English,Pretrial,Probation,Divorced,1358501264.0,1,8,Medium
PRETRIAL,0,African-American,-960046660.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358412023.0,3,8,Medium
PRETRIAL,1,African-American,336279362.0,17,Intake,English,Post Sentence,Probation,Single,1358314286.0,1,8,Medium
PRETRIAL,1,Hispanic,-1183187884.0,17,Intake,English,Post Sentence,Residential Program,Single,1358493422.0,1,8,Medium
PRETRIAL,1,Hispanic,-943318168.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358545034.0,4,8,Medium
PRETRIAL,1,Hispanic,-1260140270.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357452992.0,4,8,Medium
Probation,1,Hispanic,412491556.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1359474701.0,3,8,Low
PRETRIAL,1,African-American,63655711.0,17,Intake,English,Post Sentence,Probation,Divorced,1357453200.0,1,8,Medium
PRETRIAL,1,African-American,-949174626.0,17,Intake,English,Pretrial,Probation,Single,1357468630.0,2,8,Medium
PRETRIAL,0,Hispanic,476592699.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1358400996.0,1,8,Low
PRETRIAL,0,Asian,414324753.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358496415.0,3,8,Medium
PRETRIAL,0,African-American,425776194.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1357396402.0,2,8,Medium
PRETRIAL,1,Caucasian,407152011.0,17,Intake,English,Post Sentence,Probation,Single,1358449604.0,3,8,Medium
PRETRIAL,1,Hispanic,-1175155402.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358413568.0,4,8,Medium
Probation,1,Caucasian,63550232.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357453721.0,4,8,Low
PRETRIAL,0,African-American,-897058811.0,17,Intake,English,Post Sentence,Residential Program,Single,1357410710.0,4,8,Low
PRETRIAL,0,Oriental,-16217114.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358430502.0,1,8,Medium
PRETRIAL,1,Hispanic,-860268043.0,17,Intake,English,Post Sentence,Probation,Divorced,1357459709.0,3,8,Low
PRETRIAL,0,Asian,-952016323.0,17,Intake,English,Pretrial,Probation,Single,1357407949.0,4,8,Medium
PRETRIAL,1,African-American,-696643199.0,17,Intake,English,Pretrial,Probation,Single,1358467668.0,1,8,Medium
PRETRIAL,1,Hispanic,-328200413.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358419937.0,3,8,Medium
PRETRIAL,0,Hispanic,778633557.0,17,Intake,English,Pretrial,Jail Inmate,Widowed,1357390797.0,1,8,Medium
PRETRIAL,1,Oriental,-1174274208.0,17,Intake,English,Pretrial,Probation,Single,1358453293.0,1,8,Medium
PRETRIAL,0,African-American,-879698354.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357395006.0,1,8,Medium
PRETRIAL,1,African-American,409548779.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1359432663.0,1,8,Low
PRETRIAL,1,Hispanic,298976103.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357424151.0,2,8,Medium
Probation,0,African-American,454782115.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358260742.0,1,8,Low
PRETRIAL,0,African-American,303945017.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357463285.0,4,8,Low
PRETRIAL,0,African-American,317209567.0,17,Intake,English,Post Sentence,Probation,Single,1357459534.0,1,8,Medium
PRETRIAL,1,Hispanic,-339550546.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357471682.0,1,8,Medium
PRETRIAL,1,Hispanic,-948960692.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357442507.0,1,8,Low
Probation,1,African-American,379115295.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1358571155.0,3,8,Medium
PRETRIAL,1,Caucasian,-27152701.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358397682.0,1,8,Medium
PRETRIAL,1,Hispanic,-955042680.0,17,Intake,English,Pretrial,Residential Program,Divorced,1359404711.0,4,8,Low
PRETRIAL,0,Hispanic,420300519.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357402835.0,2,8,Low
PRETRIAL,0,Hispanic,433752572.0,17,Intake,English,Post Sentence,Residential Program,Single,1358442290.0,2,8,Low
PRETRIAL,0,African-American,-886242892.0,17,Intake,English,Pretrial,Jail Inmate,Widowed,1358604362.0,1,8,Medium
PRETRIAL,1,Hispanic,-947925125.0,17,Intake,English,Post Sentence,Residential Program,Single,1357418962.0,1,8,Low
PRETRIAL,0,Hispanic,-919082298.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357484721.0,1,8,Low
PRETRIAL,0,Hispanic,339588940.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1358593951.0,4,8,Low
PRETRIAL,0,Oriental,385710798.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1358466236.0,1,8,Medium
PRETRIAL,1,Caucasian,-916751172.0,22,Intake,English,Post Sentence,Probation,Widowed,1358418470.0,1,8,Medium
PRETRIAL,1,Hispanic,-615401866.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359393563.0,2,8,Medium
PRETRIAL,0,African-American,-864804067.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358497098.0,4,8,Low
PRETRIAL,0,African-American,-1265759716.0,22,Intake,English,Post Sentence,Jail Inmate,Divorced,1357481306.0,3,8,Medium
PRETRIAL,0,Hispanic,316059673.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358552983.0,1,8,Medium
Probation,1,African-American,419990743.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1357482384.0,1,8,Low
PRETRIAL,1,African-American,-887551389.0,17,Intake,English,Pretrial,Jail Inmate,Single,1357486894.0,1,8,Medium
PRETRIAL,1,African-American,410041291.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357417145.0,1,8,Medium
Probation,1,African-American,-941566550.0,22,Intake,English,Post Sentence,Jail Inmate,Widowed,1357437076.0,4,8,Medium
Probation,0,Hispanic,-932362432.0,22,Intake,English,Post Sentence,Jail Inmate,Widowed,1358543327.0,1,8,Medium
PRETRIAL,1,Hispanic,425520348.0,17,Intake,English,Post Sentence,Residential Program,Single,1358463569.0,1,8,Medium
Probation,1,Hispanic,-246396598.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358365476.0,4,8,Medium
PRETRIAL,1,Hispanic,46894985.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358499824.0,1,8,Medium
Probation,1,Hispanic,-1243181212.0,22,Intake,English,Post Sentence,Probation,Divorced,1359471901.0,4,8,Medium
PRETRIAL,0,Caucasian,-905068921.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358414721.0,2,8,Medium
Probation,1,Caucasian,-891671147.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1358486788.0,1,8,Low
Probation,1,Oriental,458986220.0,17,Intake,English,Post Sentence,Probation,Single,1358500835.0,1,8,Low
PRETRIAL,1,Hispanic,-916611729.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357417653.0,1,8,Medium
PRETRIAL,1,African-American,418089710.0,17,Intake,English,Post Sentence,Probation,Divorced,1357493095.0,1,8,Medium
PRETRIAL,1,Hispanic,-883485210.0,17,Intake,English,Pretrial,Probation,Divorced,1358440567.0,3,8,Medium
Probation,0,Asian,421483969.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358497330.0,2,8,Medium
PRETRIAL,0,Oriental,-937035932.0,17,Intake,English,Pretrial,Jail Inmate,Single,1357499001.0,1,8,Medium
PRETRIAL,1,African-American,-915861289.0,17,Intake,English,Post Sentence,Probation,Widowed,1358478325.0,1,8,Medium
Probation,0,Hispanic,-866022809.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358587381.0,2,8,Low
PRETRIAL,1,Hispanic,-947895859.0,17,Intake,English,Pretrial,Residential Program,Divorced,1358395775.0,4,8,Low
Probation,0,African-American,-708845167.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1357374856.0,4,8,Medium
PRETRIAL,0,Oriental,442668676.0,17,Intake,English,Pretrial,Probation,Divorced,1358451081.0,1,8,Medium
PRETRIAL,1,Hispanic,-706696409.0,17,Intake,English,Post Sentence,Residential Program,Single,1357462495.0,1,8,Medium
PRETRIAL,0,Oriental,397981826.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358368404.0,2,8,Low
PRETRIAL,1,African-American,-241082072.0,17,Intake,English,Post Sentence,Residential Program,Single,1358315985.0,2,8,Medium
PRETRIAL,1,Hispanic,-1199694027.0,22,Intake,English,Post Sentence,Jail Inmate,Divorced,1358589061.0,4,8,Medium
PRETRIAL,1,African-American,-795784183.0,17,Intake,English,Post Sentence,Probation,Widowed,1359459821.0,1,8,Medium
PRETRIAL,1,Hispanic,274754145.0,17,Intake,English,Post Sentence,Probation,Single,1358402152.0,1,8,Medium
PRETRIAL,1,Hispanic,-931821604.0,17,Intake,English,Post Sentence,Probation,Divorced,1358582478.0,1,8,Medium
PRETRIAL,0,Hispanic,353156687.0,17,Intake,English,Post Sentence,Residential Program,Single,1359501710.0,2,8,Medium
Probation,0,African-American,-279509885.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358390409.0,1,8,Medium
PRETRIAL,0,Hispanic,-1215540652.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1357460501.0,1,8,Medium
Probation,0,Hispanic,393095558.0,17,Intake,English,Pretrial,Jail Inmate,Single,1357451200.0,1,8,Medium
PRETRIAL,1,Oriental,37597961.0,17,Intake,English,Post Sentence,Residential Program,Single,1358298287.0,1,8,Low
PRETRIAL,0,Hispanic,-914007727.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357473631.0,3,8,Medium
PRETRIAL,1,Oriental,-686613898.0,17,Intake,English,Post Sentence,Probation,Widowed,1357375554.0,1,8,Medium
Probation,1,Oriental,-884263293.0,17,Intake,English,Post Sentence,Residential Program,Single,1359490521.0,4,8,Medium
PRETRIAL,1,Hispanic,400941567.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1359481119.0,3,8,Low
PRETRIAL,1,Hispanic,-884066974.0,22,Intake,English,Pretrial,Residential Program,Widowed,1358436703.0,1,8,Medium
PRETRIAL,1,Caucasian,405859456.0,17,Intake,English,Post Sentence,Residential Program,Single,1358515308.0,1,8,Medium
Probation,1,Hispanic,-36829240.0,17,Intake,English,Probation Violator,Probation,Single,1358433185.0,4,8,Medium
PRETRIAL,1,African-American,-950135631.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358449675.0,1,8,Low
PRETRIAL,0,African-American,468060448.0,17,Intake,English,Pretrial,Probation,Single,1357406047.0,1,8,Medium
PRETRIAL,0,African-American,278130977.0,17,Intake,English,Post Sentence,Residential Program,Single,1357435193.0,1,8,Low
PRETRIAL,0,Hispanic,-833102915.0,17,Intake,English,Post Sentence,Probation,Single,1359475903.0,1,8,Medium
PRETRIAL,1,African-American,19030070.0,17,Intake,English,Pretrial,Jail Inmate,Widowed,1357489840.0,1,8,Low
PRETRIAL,1,Hispanic,436930376.0,22,Intake,English,Post Sentence,Residential Program,Single,1358446843.0,1,8,Medium
PRETRIAL,1,Hispanic,417827778.0,17,Intake,English,Post Sentence,Residential Program,Single,1358605397.0,1,8,Medium
PRETRIAL,0,Asian,387511615.0,17,Intake,English,Post Sentence,Probation,Separated,1358386243.0,1,8,Low
PRETRIAL,0,Hispanic,-936556730.0,17,Intake,English,Pretrial,Probation,Single,1357481526.0,2,8,Low
PRETRIAL,1,Hispanic,406200341.0,17,Intake,English,Post Sentence,Probation,Single,1358491840.0,1,8,Low
PRETRIAL,1,Oriental,-884764811.0,17,Intake,English,Post Sentence,Residential Program,Single,1357395287.0,1,8,Low
PRETRIAL,0,Hispanic,-868942106.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1358354868.0,1,8,Medium
Probation,1,Hispanic,26171911.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358482914.0,3,8,Medium
PRETRIAL,1,African-American,-958933677.0,22,Intake,English,Post Sentence,Residential Program,Single,1358361278.0,4,8,Low
PRETRIAL,0,Oriental,46453896.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358441267.0,1,8,Medium
PRETRIAL,0,Hispanic,-931095775.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1359454922.0,1,8,Medium
PRETRIAL,0,Hispanic,-721472807.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357400309.0,3,8,Low
PRETRIAL,0,African-American,-907953783.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357462955.0,4,8,Medium
PRETRIAL,0,Caucasian,-936923677.0,17,Intake,English,Post Sentence,Residential Program,Single,1359429461.0,3,8,Medium
Probation,0,African-American,-249517855.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358379132.0,1,8,Medium
PRETRIAL,1,African-American,393851254.0,22,Intake,English,Pretrial,Jail Inmate,Single,1358393301.0,1,8,Medium
PRETRIAL,0,Hispanic,7564102.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359427356.0,1,8,Low
PRETRIAL,0,Hispanic,-932735425.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1357485135.0,2,8,Low
PRETRIAL,0,Caucasian,430564044.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358572536.0,1,8,Medium
Probation,0,African-American,-903440788.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1358491269.0,1,8,Medium
Probation,0,Oriental,338576384.0,17,Intake,English,Pretrial,Probation,Separated,1358492926.0,1,8,Low
PRETRIAL,0,Oriental,19573518.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1358387354.0,1,8,Low
PRETRIAL,1,African-American,419329094.0,17,Intake,English,Post Sentence,Probation,Divorced,1358324892.0,1,8,Medium
PRETRIAL,1,African-American,442389475.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357416150.0,2,8,Medium
PRETRIAL,1,Hispanic,-921017056.0,17,Intake,English,Post Sentence,Residential Program,Single,1359442211.0,1,8,Medium
PRETRIAL,1,Oriental,-882361040.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358433548.0,2,8,Low
PRETRIAL,0,Oriental,458215471.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1358311327.0,1,8,Medium
PRETRIAL,0,Hispanic,407113079.0,17,Intake,English,Pretrial,Residential Program,Single,1358389234.0,1,8,Medium
PRETRIAL,0,African-American,-306004398.0,22,Intake,English,Post Sentence,Probation,Single,1357478618.0,1,8,Medium
PRETRIAL,0,African-American,338748595.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357435662.0,4,8,Medium
Probation,1,Hispanic,-946401452.0,17,Intake,English,Post Sentence,Probation,Single,1358582564.0,4,8,Low
PRETRIAL,1,Caucasian,-890761093.0,17,Intake,English,Pretrial,Probation,Single,1357433457.0,3,8,Medium
PRETRIAL,1,African-American,-923282512.0,17,Intake,English,Post Sentence,Residential Program,Single,1358524438.0,1,8,Medium
PRETRIAL,1,African-American,25723929.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358444257.0,1,8,Low
PRETRIAL,1,African-American,-948208537.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358396467.0,4,8,Medium
Probation,1,African-American,-893726061.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358483241.0,4,8,Medium
Probation,1,Caucasian,-926102842.0,17,Intake,English,Pretrial,Jail Inmate,Widowed,1357478423.0,1,8,Low
Probation,0,Oriental,322658605.0,22,Intake,English,Post Sentence,Probation,Widowed,1359396715.0,1,8,Medium
PRETRIAL,0,Hispanic,7592646.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1359387345.0,1,8,Medium
PRETRIAL,1,African-American,-913463616.0,17,Intake,English,Pretrial,Jail Inmate,Widowed,1358385061.0,2,8,Medium
PRETRIAL,0,African-American,448582644.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1357423506.0,1,8,Medium
PRETRIAL,0,African-American,-929793674.0,22,Intake,English,Post Sentence,Residential Program,Single,1357493637.0,1,8,Low
PRETRIAL,1,Asian,-895395792.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1357443913.0,1,8,Medium
Probation,1,Hispanic,-28976495.0,17,Intake,English,Post Sentence,Jail Inmate,Divorced,1359411985.0,1,8,Low
PRETRIAL,1,Oriental,-622519273.0,17,Intake,English,Post Sentence,Probation,Single,1357403010.0,3,8,Low
PRETRIAL,1,Asian,-679706697.0,17,Intake,English,Probation Violator,Jail Inmate,Divorced,1358390370.0,1,8,Medium
PRETRIAL,1,Hispanic,-957186558.0,17,Intake,English,Pretrial,Jail Inmate,Divorced,1358394153.0,1,8,Low
PRETRIAL,1,Oriental,-280311387.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358603470.0,1,8,Medium
PRETRIAL,1,Hispanic,-959954251.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358393848.0,1,8,Medium
Probation,1,Hispanic,-913998047.0,17,Intake,English,Pretrial,Jail Inmate,Single,1357482490.0,1,8,Medium
PRETRIAL,0,African-American,365512888.0,17,Intake,English,Post Sentence,Probation,Single,1358354305.0,2,8,Low
PRETRIAL,1,African-American,378039554.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358268339.0,2,8,Medium
PRETRIAL,1,Oriental,431284732.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358446477.0,1,8,Low
PRETRIAL,1,African-American,-852693719.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358502644.0,1,8,Medium
Probation,1,Hispanic,54169212.0,17,Intake,English,Post Sentence,Probation,Divorced,1357482236.0,1,8,Medium
PRETRIAL,0,Hispanic,344672198.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358446421.0,1,8,Medium
Probation,1,Asian,-783087155.0,22,Intake,English,Post Sentence,Jail Inmate,Single,1357468869.0,1,8,Medium
PRETRIAL,1,Hispanic,-893648861.0,17,Intake,English,Post Sentence,Jail Inmate,Widowed,1359440150.0,1,8,Medium
PRETRIAL,1,Hispanic,-961924815.0,22,Intake,English,Post Sentence,Jail Inmate,Divorced,1357460736.0,1,8,Medium
PRETRIAL,1,Hispanic,278195971.0,17,Intake,English,Pretrial,Probation,Single,1357490906.0,1,8,Medium
PRETRIAL,1,Hispanic,440975985.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1357444340.0,1,8,Medium
PRETRIAL,1,African-American,-859574206.0,17,Intake,English,Post Sentence,Probation,Widowed,1359488303.0,1,8,Medium
PRETRIAL,0,Hispanic,466971182.0,17,Intake,English,Pretrial,Residential Program,Widowed,1357417217.0,1,8,Low
PRETRIAL,0,Caucasian,36917016.0,17,Intake,English,Post Sentence,Residential Program,Single,1358513979.0,3,8,Low
PRETRIAL,1,Oriental,451921746.0,17,Intake,English,Post Sentence,Jail Inmate,Separated,1358377125.0,3,8,Medium
PRETRIAL,1,African-American,-836182805.0,17,Intake,English,Post Sentence,Probation,Divorced,1359407115.0,1,8,Low
PRETRIAL,0,African-American,351402828.0,17,Intake,English,Post Sentence,Residential Program,Divorced,1357479298.0,2,8,Low
PRETRIAL,1,African-American,-829872632.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1358415504.0,4,8,Low
PRETRIAL,0,Hispanic,-951719571.0,17,Intake,English,Post Sentence,Residential Program,Widowed,1359406860.0,4,8,Medium
PRETRIAL,1,Hispanic,-90734144.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1358438573.0,1,8,Medium
PRETRIAL,0,African-American,-722471790.0,22,Intake,English,Pretrial,Probation,Single,1357492868.0,1,8,Medium
PRETRIAL,1,African-American,-945248849.0,17,Intake,English,Pretrial,Residential Program,Single,1357438005.0,1,8,Medium
PRETRIAL,1,Hispanic,420452839.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358419184.0,1,8,Medium
PRETRIAL,0,Caucasian,-870134681.0,17,Intake,English,Pretrial,Probation,Divorced,1358386189.0,1,8,Low
PRETRIAL,1,Caucasian,-1226869192.0,17,Intake,English,Post Sentence,Jail Inmate,Single,1359450589.0,3,8,Low
