Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
PRETRIAL,1,Caucasian,669686400,22,Intake,English,Pretrial,Jail Inmate,Single,1360281600,4,8,High
Probation,1,Caucasian,-100569600,22,Intake,English,Post Sentence,Probation,Married,1409702400,1,8,Low
Probation,0,African-American,749001600,22,Intake,English,Post Sentence,Probation,Single,1409702400,3,8,High
PRETRIAL,0,African-American,282441600,22,Intake,English,Pretrial,Jail Inmate,Single,1419897600,1,8,Low
Probation,1,Caucasian,-469497600,22,Intake,English,Post Sentence,Probation,Divorced,1387497600,1,8,Low
PRETRIAL,1,African-American,726278400,22,Intake,English,Pretrial,Jail Inmate,Single,1360195200,4,8,High
PRETRIAL,1,African-American,618192000,22,Intake,English,Pretrial,Jail Inmate,Single,1377648000,2,8,Medium
PRETRIAL,1,African-American,-302140800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1371081600,2,8,Medium
PRETRIAL,1,Other,658108800,22,Intake,English,Pretrial,Jail Inmate,Married,1416441600,1,8,Low
PRETRIAL,1,Caucasian,61862400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1378252800,1,8,Medium
PRETRIAL,1,African-American,809740800,22,Intake,English,Pretrial,Jail Inmate,Single,1413763200,4,8,High
PRETRIAL,1,African-American,578620800,22,Intake,English,Pretrial,Jail Inmate,Single,1408233600,1,8,Low
PRETRIAL,1,Caucasian,75686400,22,Intake,English,Pretrial,Jail Inmate,Married,1358035200,1,8,Low
Probation,0,Hispanic,539913600,22,Intake,English,Post Sentence,Probation,Single,1368057600,1,8,Low
PRETRIAL,0,Caucasian,625708800,22,Intake,English,Pretrial,Jail Inmate,Single,1404432000,1,8,Medium
Probation,1,Hispanic,217728000,22,Intake,English,Post Sentence,Probation,Single,1391385600,1,8,Low
PRETRIAL,1,African-American,719798400,22,Intake,English,Pretrial,Jail Inmate,Single,1368921600,4,8,High
PRETRIAL,1,Other,667612800,22,Intake,English,Pretrial,Jail Inmate,Single,1369094400,2,8,Medium
PRETRIAL,1,Caucasian,-213321600,22,Intake,English,Pretrial,Jail Inmate,Single,1358553600,1,8,Low
PRETRIAL,1,Caucasian,255484800,22,Intake,English,Pretrial,Jail Inmate,Single,1386892800,1,8,Low
Probation,1,Hispanic,-384134400,17,Intake,English,Conditional Release,Probation,Single,1410134400,1,8,Low
Probation,0,African-American,337046400,22,Intake,English,Post Sentence,Probation,Single,1381708800,1,8,Low
PRETRIAL,0,Caucasian,328924800,22,Intake,English,Post Sentence,Probation,Single,1370476800,1,8,Medium
PRETRIAL,1,Caucasian,741484800,22,Intake,English,Pretrial,Jail Inmate,Single,1378339200,2,8,Medium
PRETRIAL,1,Caucasian,-796176000,22,Intake,English,Pretrial,Jail Inmate,Single,1372118400,1,8,Low
PRETRIAL,0,African-American,635644800,22,Intake,English,Pretrial,Jail Inmate,Single,1379030400,2,8,Medium
PRETRIAL,1,Caucasian,-92102400,22,Intake,English,Pretrial,Jail Inmate,Single,1379721600,2,8,Medium
Probation,1,African-American,784771200,22,Intake,English,Post Sentence,Probation,Single,1373500800,3,8,High
Probation,1,Caucasian,339379200,22,Intake,English,Post Sentence,Probation,Single,1369180800,1,8,Low
Probation,1,Caucasian,729129600,22,Intake,English,Other,Probation,Single,1370217600,3,8,High
PRETRIAL,1,African-American,604627200,22,Intake,English,Pretrial,Jail Inmate,Single,1357084800,3,8,High
PRETRIAL,0,African-American,544838400,22,Intake,English,Post Sentence,Probation,Single,1376524800,1,8,Medium
Probation,1,African-American,-446947200,22,Intake,English,Post Sentence,Probation,Divorced,1412640000,1,8,Low
PRETRIAL,1,African-American,-318988800,22,Intake,English,Pretrial,Jail Inmate,Unknown,1413763200,2,8,Medium
PRETRIAL,1,Caucasian,-118368000,22,Intake,English,Pretrial,Jail Inmate,Married,1398470400,1,8,Low
PRETRIAL,1,Other,-80611200,22,Intake,English,Pretrial,Jail Inmate,Single,1363392000,1,8,Medium
PRETRIAL,0,African-American,584150400,22,Intake,English,Pretrial,Jail Inmate,Single,1379980800,1,8,Medium
PRETRIAL,1,African-American,442022400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1369958400,1,8,Low
Probation,0,Hispanic,593308800,22,Intake,English,Post Sentence,Probation,Single,1360540800,3,8,High
PRETRIAL,1,African-American,95472000,22,Intake,English,Pretrial,Pretrial Defendant,Single,1418083200,2,8,Medium
Probation,1,African-American,-220320000,22,Intake,English,Other,Probation,Married,1358812800,1,8,Low
PRETRIAL,1,Caucasian,-357091200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1407369600,1,8,Low
PRETRIAL,1,Caucasian,440035200,22,Intake,English,Post Sentence,Probation,Single,1410220800,1,8,Medium
Probation,1,Hispanic,423360000,22,Intake,English,Other,Probation,Single,1397088000,1,8,Low
PRETRIAL,0,African-American,208396800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1403222400,1,8,Low
PRETRIAL,1,Caucasian,547257600,22,Intake,English,Pretrial,Jail Inmate,Single,1415750400,1,8,Low
PRETRIAL,1,African-American,751852800,22,Intake,English,Pretrial,Jail Inmate,Single,1386201600,4,8,High
PRETRIAL,0,African-American,784771200,22,Intake,English,Pretrial,Jail Inmate,Single,1411171200,1,8,Low
PRETRIAL,1,Other,-287280000,22,Intake,English,Pretrial,Jail Inmate,Separated,1389398400,1,8,Low
Probation,1,Hispanic,616723200,22,Intake,English,Post Sentence,Probation,Single,1363910400,1,8,Low
PRETRIAL,1,African-American,787622400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1411948800,3,8,High
PRETRIAL,1,African-American,556070400,17,Intake,English,Post Sentence,Probation,Single,1405036800,1,8,Low
PRETRIAL,1,Caucasian,747532800,22,Intake,English,Pretrial,Jail Inmate,Single,1368662400,2,8,Medium
PRETRIAL,0,African-American,784684800,22,Intake,English,Pretrial,Jail Inmate,Single,1419292800,2,8,Medium
PRETRIAL,1,Caucasian,-280886400,22,Intake,English,Pretrial,Jail Inmate,Single,1418515200,1,8,Low
PRETRIAL,1,African-American,-253324800,22,Intake,English,Pretrial,Jail Inmate,Single,1363737600,2,8,Medium
PRETRIAL,1,Caucasian,-488851200,22,Intake,English,Pretrial,Jail Inmate,Married,1357257600,1,8,Low
PRETRIAL,0,African-American,657244800,22,Intake,English,Pretrial,Jail Inmate,Single,1366502400,4,8,High
DRRD,1,African-American,558576000,17,Intake,English,Probation Violator,Probation,Single,1365379200,4,8,High
Probation,1,African-American,274579200,22,Intake,English,Post Sentence,Probation,Single,1386547200,1,8,Low
PRETRIAL,1,African-American,507168000,17,Intake,English,Pretrial,Probation,Single,1366675200,4,8,High
Probation,0,Hispanic,116121600,22,Intake,English,Post Sentence,Probation,Single,1368662400,1,8,Low
Probation,1,Hispanic,544665600,22,Intake,English,Post Sentence,Probation,Single,1377561600,1,8,Low
PRETRIAL,1,Caucasian,292550400,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1415491200,1,8,Low
PRETRIAL,1,Caucasian,547430400,22,Intake,English,Pretrial,Jail Inmate,Single,1392508800,1,8,Low
PRETRIAL,1,Caucasian,733708800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1406505600,1,8,Low
PRETRIAL,1,Caucasian,41472000,22,Intake,English,Pretrial,Jail Inmate,Single,1387929600,1,8,Low
Probation,0,African-American,-187920000,22,Intake,English,Pretrial,Jail Inmate,Single,1363996800,3,8,High
PRETRIAL,1,African-American,-134179200,22,Intake,English,Pretrial,Jail Inmate,Married,1362873600,3,8,High
Probation,0,Caucasian,267408000,22,Intake,English,Post Sentence,Probation,Single,1376870400,1,8,Low
PRETRIAL,1,Caucasian,386121600,22,Intake,English,Pretrial,Jail Inmate,Single,1402272000,1,8,Low
PRETRIAL,1,Caucasian,346982400,22,Intake,English,Pretrial,Jail Inmate,Single,1380844800,1,8,Low
PRETRIAL,1,Caucasian,-362534400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1373414400,1,8,Low
Probation,1,African-American,-235440000,22,Intake,English,Post Sentence,Probation,Married,1382572800,1,8,Low
PRETRIAL,1,Caucasian,564105600,22,Intake,English,Pretrial,Jail Inmate,Divorced,1399161600,1,8,Low
PRETRIAL,1,African-American,496713600,22,Intake,English,Pretrial,Jail Inmate,Single,1388188800,1,8,Low
PRETRIAL,1,Caucasian,676339200,22,Intake,English,Pretrial,Jail Inmate,Single,1419379200,1,8,Low
PRETRIAL,1,Caucasian,161049600,22,Intake,English,Pretrial,Jail Inmate,Married,1385683200,2,8,Medium
PRETRIAL,1,African-American,654566400,22,Intake,English,Post Sentence,Probation,Single,1394496000,1,8,Low
PRETRIAL,1,African-American,465350400,22,Intake,English,Pretrial,Jail Inmate,Single,1362873600,2,8,Medium
PRETRIAL,1,African-American,500515200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1382659200,1,8,Low
Probation,1,Hispanic,217900800,22,Intake,English,Post Sentence,Probation,Married,1378944000,1,8,Low
Probation,1,Caucasian,574732800,22,Intake,English,Post Sentence,Probation,Single,1409875200,1,8,Low
Probation,1,Other,-432086400,22,Intake,English,Post Sentence,Probation,Married,1379980800,1,8,Low
Probation,1,Caucasian,634348800,22,Intake,English,Post Sentence,Probation,Single,1361923200,1,8,Medium
PRETRIAL,1,African-American,400291200,22,Intake,English,Pretrial,Jail Inmate,Single,1397347200,1,8,Low
PRETRIAL,1,African-American,501206400,22,Intake,English,Pretrial,Jail Inmate,Single,1357516800,1,8,Medium
Probation,0,Caucasian,-201139200,22,Intake,English,Other,Probation,Single,1377734400,1,8,Medium
Probation,0,African-American,266371200,22,Intake,English,Post Sentence,Probation,Single,1401667200,1,8,Low
Probation,1,Caucasian,313372800,22,Intake,English,Post Sentence,Probation,Married,1362355200,1,8,Low
PRETRIAL,1,Caucasian,102643200,22,Intake,English,Pretrial,Pretrial Defendant,Single,1410480000,2,8,Low
Probation,1,Caucasian,531705600,22,Intake,English,Other,Probation,Married,1358985600,1,8,Low
PRETRIAL,0,African-American,623635200,22,Intake,English,Pretrial,Jail Inmate,Single,1413763200,3,8,High
PRETRIAL,1,Caucasian,729129600,22,Intake,English,Pretrial,Jail Inmate,Single,1359244800,3,8,High
PRETRIAL,0,Hispanic,322185600,17,Intake,English,Post Sentence,Probation,Single,1362096000,3,8,High
Probation,1,Hispanic,494640000,22,Intake,English,Post Sentence,Probation,Single,1365984000,1,8,Low
PRETRIAL,1,Hispanic,241833600,22,Intake,English,Pretrial,Jail Inmate,Married,1411948800,1,8,Low
PRETRIAL,0,Caucasian,345945600,22,Intake,English,Pretrial,Pretrial Defendant,Single,1378944000,1,8,Low
Probation,1,Hispanic,85363200,22,Intake,English,Other,Probation,Single,1392854400,1,8,Low
PRETRIAL,1,African-American,480816000,22,Intake,English,Post Sentence,Probation,Married,1374710400,2,8,Medium
PRETRIAL,0,Other,-31881600,22,Intake,English,Pretrial,Jail Inmate,Single,1369526400,1,8,Low
PRETRIAL,1,African-American,607910400,22,Intake,English,Pretrial,Jail Inmate,Single,1406678400,1,8,Low
PRETRIAL,1,African-American,611625600,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1404604800,1,8,Low
PRETRIAL,1,Caucasian,44582400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1373328000,2,8,Medium
Probation,0,African-American,669772800,22,Intake,English,Post Sentence,Probation,Single,1390521600,1,8,Low
PRETRIAL,1,Caucasian,559180800,22,Intake,English,Pretrial,Jail Inmate,Single,1414627200,1,8,Low
Probation,1,Caucasian,457833600,22,Intake,English,Post Sentence,Probation,Single,1406073600,3,8,High
PRETRIAL,0,African-American,463622400,22,Intake,English,Pretrial,Jail Inmate,Single,1402963200,1,8,Low
PRETRIAL,0,African-American,523324800,22,Intake,English,Other,Probation,Single,1386115200,1,8,Low
PRETRIAL,1,Caucasian,-750643200,22,Intake,English,Pretrial,Pretrial Defendant,Married,1366243200,1,8,Low
Probation,1,Caucasian,-12614400,22,Intake,English,Post Sentence,Probation,Divorced,1376611200,1,8,Low
DRRD,1,African-American,421286400,22,Intake,English,Pretrial,Jail Inmate,Single,1368144000,3,8,High
PRETRIAL,1,Caucasian,736992000,22,Intake,English,Pretrial,Jail Inmate,Single,1407628800,2,8,Medium
PRETRIAL,1,African-American,778896000,22,Intake,English,Pretrial,Jail Inmate,Single,1377216000,2,8,Medium
PRETRIAL,1,African-American,638150400,22,Intake,English,Post Sentence,Probation,Single,1369267200,1,8,Medium
Probation,1,Hispanic,-864000,22,Intake,English,Other,Probation,Single,1414022400,1,8,Low
PRETRIAL,1,Native American,-36460800,22,Intake,English,Pretrial,Jail Inmate,Single,1399852800,3,8,High
PRETRIAL,1,African-American,807580800,22,Intake,English,Pretrial,Jail Inmate,Single,1380153600,2,8,Medium
PRETRIAL,1,African-American,29289600,22,Intake,English,Pretrial,Jail Inmate,Married,1357084800,1,8,Low
PRETRIAL,0,Caucasian,-137548800,22,Intake,English,Pretrial,Jail Inmate,Divorced,1402876800,1,8,Low
PRETRIAL,1,Caucasian,423446400,22,Intake,English,Pretrial,Jail Inmate,Single,1375488000,2,8,Medium
PRETRIAL,0,African-American,364176000,22,Intake,English,Pretrial,Jail Inmate,Single,1384387200,1,8,Medium
PRETRIAL,0,African-American,575683200,22,Intake,English,Other,Probation,Single,1390521600,3,8,High
Probation,1,Hispanic,429580800,22,Intake,English,Other,Probation,Married,1386547200,1,8,Low
PRETRIAL,1,African-American,599184000,22,Intake,English,Pretrial,Jail Inmate,Single,1395014400,1,8,Low
PRETRIAL,1,African-American,-390268800,22,Intake,English,Pretrial,Jail Inmate,Single,1417737600,1,8,Low
Probation,1,Hispanic,597283200,22,Intake,English,Post Sentence,Probation,Single,1399248000,2,8,Medium
PRETRIAL,1,African-American,752457600,17,Intake,English,Post Sentence,Probation,Single,1380844800,4,8,High
Probation,1,Caucasian,105062400,22,Intake,English,Post Sentence,Probation,Single,1413763200,1,8,Low
Probation,1,Hispanic,556934400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1410134400,1,8,Medium
PRETRIAL,1,Caucasian,429062400,22,Intake,English,Pretrial,Jail Inmate,Married,1419724800,1,8,Low
PRETRIAL,1,Caucasian,455500800,22,Intake,English,Pretrial,Jail Inmate,Single,1392940800,1,8,Medium
Probation,0,Caucasian,-259804800,22,Intake,English,Post Sentence,Probation,Single,1395014400,1,8,Low
Probation,1,Hispanic,21168000,22,Intake,English,Post Sentence,Probation,Single,1394064000,3,8,High
Probation,0,Caucasian,-177379200,17,Intake,English,Conditional Release,Probation,Separated,1401148800,2,8,Medium
PRETRIAL,1,African-American,461116800,22,Intake,English,Pretrial,Jail Inmate,Single,1358640000,2,8,Medium
Probation,1,African-American,552441600,22,Intake,English,Pretrial,Jail Inmate,Single,1396051200,2,8,Medium
PRETRIAL,1,African-American,682473600,22,Intake,English,Pretrial,Jail Inmate,Single,1363824000,4,8,High
PRETRIAL,1,African-American,567388800,22,Intake,English,Pretrial,Jail Inmate,Single,1381536000,1,8,Medium
PRETRIAL,1,African-American,204249600,22,Intake,English,Pretrial,Jail Inmate,Married,1396915200,1,8,Low
PRETRIAL,1,African-American,-264816000,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1378684800,1,8,Low
PRETRIAL,1,Other,288230400,22,Intake,English,Pretrial,Jail Inmate,Divorced,1418688000,1,8,Low
PRETRIAL,1,African-American,322358400,22,Intake,English,Pretrial,Jail Inmate,Single,1395014400,2,8,Medium
PRETRIAL,1,African-American,678844800,22,Intake,English,Pretrial,Jail Inmate,Single,1389657600,1,8,Low
Probation,1,African-American,424396800,22,Intake,English,Other,Probation,Single,1370908800,1,8,Low
PRETRIAL,1,Caucasian,-101433600,22,Intake,English,Pretrial,Jail Inmate,Single,1380844800,1,8,Low
PRETRIAL,1,Caucasian,544752000,22,Intake,English,Post Sentence,Probation,Single,1368144000,4,8,High
PRETRIAL,1,African-American,-290044800,22,Intake,English,Pretrial,Jail Inmate,Single,1392422400,1,8,Low
PRETRIAL,1,Hispanic,572745600,22,Intake,English,Pretrial,Jail Inmate,Married,1382313600,1,8,Low
PRETRIAL,1,African-American,813715200,22,Intake,English,Pretrial,Jail Inmate,Single,1384473600,2,8,Low
PRETRIAL,1,Hispanic,422928000,22,Intake,English,Pretrial,Jail Inmate,Single,1406073600,1,8,Medium
Probation,0,Caucasian,599875200,22,Intake,English,Post Sentence,Probation,Single,1359504000,1,8,Medium
PRETRIAL,1,African-American,623376000,22,Intake,English,Pretrial,Pretrial Defendant,Single,1406246400,1,8,Low
PRETRIAL,1,African-American,574992000,22,Intake,English,Pretrial,Jail Inmate,Single,1384905600,1,8,Low
PRETRIAL,1,African-American,-193276800,22,Intake,English,Pretrial,Jail Inmate,Married,1383004800,2,8,Medium
PRETRIAL,1,Caucasian,-162086400,22,Intake,English,Pretrial,Jail Inmate,Divorced,1399852800,1,8,Low
PRETRIAL,1,Caucasian,221961600,22,Intake,English,Pretrial,Jail Inmate,Divorced,1414454400,1,8,Low
PRETRIAL,1,Other,12441600,22,Intake,English,Pretrial,Jail Inmate,Single,1358812800,1,8,Low
PRETRIAL,1,Caucasian,648086400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1375833600,3,8,High
PRETRIAL,1,African-American,251510400,22,Intake,English,Pretrial,Jail Inmate,Single,1419552000,1,8,Medium
PRETRIAL,1,African-American,631584000,22,Intake,English,Pretrial,Jail Inmate,Single,1377129600,1,8,Low
PRETRIAL,1,African-American,744249600,22,Intake,English,Post Sentence,Probation,Single,1408665600,3,8,High
PRETRIAL,1,Other,374457600,22,Intake,English,Pretrial,Jail Inmate,Single,1411689600,1,8,Low
PRETRIAL,0,African-American,474940800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1373500800,2,8,Medium
PRETRIAL,1,Hispanic,800496000,22,Intake,English,Pretrial,Jail Inmate,Single,1407110400,1,8,Low
PRETRIAL,1,African-American,653961600,22,Intake,English,Post Sentence,Probation,Single,1367798400,3,8,High
Probation,1,Caucasian,533347200,22,Intake,English,Post Sentence,Probation,Single,1362009600,1,8,Medium
PRETRIAL,1,African-American,795830400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1363824000,2,8,Medium
Probation,1,African-American,237945600,17,Intake,English,Other,Probation,Single,1403049600,3,8,High
PRETRIAL,1,Caucasian,102470400,22,Intake,English,Pretrial,Jail Inmate,Divorced,1364601600,2,8,Medium
PRETRIAL,1,Caucasian,581126400,22,Intake,English,Pretrial,Jail Inmate,Single,1385424000,1,8,Low
PRETRIAL,1,African-American,-413164800,22,Intake,English,Pretrial,Jail Inmate,Single,1394841600,1,8,Low
PRETRIAL,1,Other,445478400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1371168000,1,8,Low
Probation,0,Caucasian,-502329600,22,Intake,English,Post Sentence,Probation,Single,1393891200,1,8,Low
PRETRIAL,1,Caucasian,31104000,22,Intake,English,Pretrial,Jail Inmate,Single,1386633600,1,8,Low
PRETRIAL,0,Caucasian,229046400,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1383868800,1,8,Low
PRETRIAL,1,Hispanic,712800000,22,Intake,English,Pretrial,Jail Inmate,Single,1386374400,1,8,Medium
PRETRIAL,1,African-American,416793600,22,Intake,English,Pretrial,Jail Inmate,Single,1408233600,3,8,High
Probation,1,African-American,653788800,22,Intake,English,Post Sentence,Probation,Single,1361318400,3,8,High
PRETRIAL,1,African-American,-228614400,22,Intake,English,Pretrial,Pretrial Defendant,Single,1414540800,1,8,Low
Probation,0,African-American,743385600,22,Intake,English,Post Sentence,Probation,Single,1370304000,4,8,High
PRETRIAL,1,Caucasian,-160012800,22,Intake,English,Pretrial,Jail Inmate,Married,1363737600,1,8,Low
Probation,1,Hispanic,367891200,22,Intake,English,Post Sentence,Probation,Single,1379980800,1,8,Low
PRETRIAL,1,Other,501811200,22,Intake,English,Pretrial,Jail Inmate,Single,1386374400,2,8,Medium
PRETRIAL,1,African-American,-245462400,22,Intake,English,Pretrial,Jail Inmate,Single,1397520000,1,8,Low
PRETRIAL,1,Other,177120000,22,Intake,English,Pretrial,Jail Inmate,Single,1380499200,1,8,Low
PRETRIAL,0,African-American,-202608000,22,Intake,English,Pretrial,Jail Inmate,Single,1383436800,1,8,Low
PRETRIAL,0,Caucasian,-116121600,22,Intake,English,Pretrial,Jail Inmate,Married,1362355200,1,8,Low
Probation,1,Hispanic,395366400,22,Intake,English,Post Sentence,Probation,Single,1393200000,2,8,Medium
PRETRIAL,1,African-American,557366400,22,Intake,English,Post Sentence,Probation,Single,1406678400,4,8,High
PRETRIAL,0,Caucasian,732672000,22,Intake,English,Pretrial,Jail Inmate,Single,1406851200,1,8,Medium
PRETRIAL,1,African-American,634348800,22,Intake,English,Pretrial,Jail Inmate,Single,1378857600,1,8,Low
Probation,1,African-American,-229910400,22,Intake,English,Post Sentence,Probation,Single,1388966400,1,8,Low
PRETRIAL,1,Other,765417600,22,Intake,English,Pretrial,Jail Inmate,Single,1395187200,1,8,Low
PRETRIAL,1,Caucasian,-256262400,22,Intake,English,Pretrial,Jail Inmate,Divorced,1360972800,1,8,Low
PRETRIAL,1,African-American,774489600,22,Intake,English,Pretrial,Jail Inmate,Married,1368403200,2,8,Medium
PRETRIAL,1,Caucasian,339120000,22,Intake,English,Pretrial,Jail Inmate,Single,1414195200,2,8,Medium
PRETRIAL,1,African-American,437529600,22,Intake,English,Pretrial,Jail Inmate,Married,1382400000,1,8,Medium
PRETRIAL,1,African-American,451008000,22,Intake,English,Post Sentence,Probation,Single,1360540800,1,8,Low
PRETRIAL,0,Caucasian,570412800,22,Intake,English,Post Sentence,Probation,Single,1376611200,3,8,High
PRETRIAL,1,African-American,-77328000,22,Intake,English,Pretrial,Jail Inmate,Separated,1394841600,1,8,Low
Probation,0,Caucasian,672019200,22,Intake,English,Post Sentence,Probation,Single,1414972800,1,8,Low
PRETRIAL,1,African-American,795225600,22,Intake,English,Pretrial,Jail Inmate,Single,1363824000,4,8,High
Probation,1,Caucasian,338083200,22,Intake,English,Post Sentence,Probation,Single,1374451200,1,8,Low
PRETRIAL,0,African-American,437097600,22,Intake,English,Pretrial,Jail Inmate,Single,1392508800,1,8,Low
PRETRIAL,0,Caucasian,766713600,22,Intake,English,Pretrial,Pretrial Defendant,Single,1360195200,2,8,Medium
PRETRIAL,1,Caucasian,162864000,22,Intake,English,Pretrial,Jail Inmate,Single,1367193600,1,8,Low
PRETRIAL,0,Caucasian,-114048000,22,Intake,English,Other,Probation,Divorced,1395619200,1,8,Low
Probation,1,Caucasian,574905600,22,Intake,English,Post Sentence,Probation,Single,1374019200,4,8,High
Probation,0,African-American,547776000,22,Intake,English,Post Sentence,Probation,Single,1367366400,3,8,High
Probation,1,African-American,-442454400,22,Intake,English,Post Sentence,Probation,Single,1358380800,1,8,Low
PRETRIAL,1,African-American,390614400,22,Intake,English,Pretrial,Jail Inmate,Single,1388102400,1,8,Low
PRETRIAL,1,Caucasian,739324800,22,Intake,English,Pretrial,Pretrial Defendant,Single,1401321600,1,8,Low
PRETRIAL,1,Hispanic,-796262400,22,Intake,English,Pretrial,Jail Inmate,Unknown,1415577600,1,8,Low
Probation,0,Hispanic,-330393600,22,Intake,English,Post Sentence,Probation,Divorced,1395360000,1,8,Low
DRRD,0,Other,670377600,22,Intake,English,Pretrial,Probation,Single,1409184000,2,8,Medium
Probation,1,Caucasian,-120873600,22,Intake,English,Post Sentence,Probation,Divorced,1369872000,2,8,Medium
Probation,1,Hispanic,29116800,22,Intake,English,Post Sentence,Probation,Married,1384992000,1,8,Low
Probation,1,African-American,761529600,17,Intake,English,Post Sentence,Probation,Single,1378339200,4,8,High
PRETRIAL,1,Caucasian,-334972800,17,Intake,English,Post Sentence,Probation,Separated,1376956800,1,8,Low
Probation,1,Caucasian,389836800,22,Intake,English,Post Sentence,Probation,Married,1390521600,1,8,Low
PRETRIAL,1,Hispanic,440640000,22,Intake,English,Pretrial,Jail Inmate,Single,1410480000,2,8,Medium
Probation,1,Hispanic,556934400,22,Intake,English,Post Sentence,Probation,Married,1372032000,2,8,Medium
PRETRIAL,0,Hispanic,730425600,22,Intake,English,Pretrial,Jail Inmate,Single,1408060800,1,8,Low
Probation,1,African-American,566611200,22,Intake,English,Post Sentence,Probation,Separated,1410739200,1,8,Low
Probation,1,Caucasian,394934400,22,Intake,English,Pretrial,Jail Inmate,Single,1369008000,1,8,Low
PRETRIAL,1,Caucasian,560476800,22,Intake,English,Pretrial,Jail Inmate,Single,1365292800,2,8,Medium
Probation,1,African-American,279331200,22,Intake,English,Post Sentence,Probation,Single,1393891200,1,8,Medium
Probation,1,Caucasian,-707011200,22,Intake,English,Post Sentence,Probation,Divorced,1357171200,1,8,Low
Probation,0,African-American,45273600,22,Intake,English,Post Sentence,Probation,Single,1381449600,1,8,Low
Probation,1,Caucasian,592185600,22,Intake,English,Post Sentence,Probation,Single,1392768000,2,8,Medium
PRETRIAL,1,Caucasian,-93139200,22,Intake,English,Pretrial,Jail Inmate,Single,1365724800,1,8,Low
Probation,0,Caucasian,196905600,22,Intake,English,Post Sentence,Probation,Single,1402876800,1,8,Low
Probation,0,Hispanic,530409600,22,Intake,English,Post Sentence,Probation,Single,1372291200,1,8,Low
PRETRIAL,1,African-American,-14342400,17,Intake,English,Post Sentence,Probation,Divorced,1407801600,4,8,High
PRETRIAL,1,Caucasian,-589161600,22,Intake,English,Pretrial,Jail Inmate,Divorced,1407196800,1,8,Low
PRETRIAL,0,African-American,-16070400,22,Intake,English,Pretrial,Jail Inmate,Widowed,1361923200,1,8,Low
Probation,1,Caucasian,-660009600,22,Intake,English,Other,Probation,Single,1378771200,1,8,Low
Probation,1,Hispanic,-258422400,17,Intake,English,Post Sentence,Probation,Separated,1398988800,1,8,Low
PRETRIAL,1,African-American,750211200,22,Intake,English,Pretrial,Jail Inmate,Single,1386892800,2,8,Medium
PRETRIAL,1,Caucasian,581990400,22,Intake,English,Pretrial,Jail Inmate,Single,1400716800,1,8,Medium
Probation,1,Hispanic,-6048000,22,Intake,English,Other,Probation,Married,1403568000,1,8,Low
PRETRIAL,1,Caucasian,521164800,22,Intake,English,Other,Probation,Single,1359676800,3,8,High
PRETRIAL,1,Other,454982400,22,Intake,English,Pretrial,Jail Inmate,Single,1403222400,1,8,Low
PRETRIAL,1,African-American,530668800,22,Intake,English,Pretrial,Jail Inmate,Single,1415318400,1,8,Low
PRETRIAL,1,African-American,602640000,22,Intake,English,Pretrial,Pretrial Defendant,Single,1375228800,4,8,High
PRETRIAL,1,Caucasian,-326419200,22,Intake,English,Post Sentence,Probation,Married,1369785600,1,8,Low
PRETRIAL,1,Caucasian,137376000,22,Intake,English,Pretrial,Jail Inmate,Single,1380412800,1,8,Medium
PRETRIAL,0,African-American,301190400,22,Intake,English,Post Sentence,Probation,Single,1387238400,1,8,Low
PRETRIAL,1,Caucasian,337564800,22,Intake,English,Pretrial,Jail Inmate,Divorced,1402531200,1,8,Low
PRETRIAL,1,African-American,479952000,22,Intake,English,Other,Probation,Separated,1377475200,1,8,Low
PRETRIAL,1,Caucasian,71452800,22,Intake,English,Post Sentence,Probation,Single,1394496000,2,8,Medium
PRETRIAL,1,Hispanic,21254400,22,Intake,English,Pretrial,Jail Inmate,Single,1365811200,2,8,Medium
Probation,1,Hispanic,376617600,22,Intake,English,Post Sentence,Probation,Single,1370822400,1,8,Low
Probation,1,Caucasian,-364780800,22,Intake,English,Post Sentence,Probation,Married,1371600000,1,8,Low
PRETRIAL,1,Caucasian,395020800,22,Intake,English,Other,Probation,Single,1392768000,1,8,Low
PRETRIAL,1,African-American,250041600,22,Intake,English,Pretrial,Jail Inmate,Separated,1393113600,1,8,Low
